  #t  #Q2   A1M1_AVG      A_1M1     dA_1M1   A0P1_AVG      A_0P1     dA_0P1   A2M1_AVG      A_2M1     dA_2M1   A3M1_AVG      A_3M1     dA_3M1   A1P1_AVG      A_1P1     dA_1P1       Norm      dNorm       Asym      Astat          t         tp         xb         Q2          W     Dilute
   1    0 -5.069e-02 -7.691e-02 3.7156e-03  3.629e-01  3.316e-01 3.7025e-03 -7.425e-03  0.000e+00 0.0000e+00  6.016e-05  0.000e+00 0.0000e+00  1.616e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.3876e-02 1.2158e-03 2.1907e-01 2.3353e-02 3.7012e-01 4.6792e+00 2.9864e+00 7.7591e-01
   2    0 -6.161e-02 -7.362e-02 3.0083e-03  3.939e-01  3.513e-01 2.9934e-03 -1.064e-02  0.000e+00 0.0000e+00 -5.103e-04  0.000e+00 0.0000e+00  2.412e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7984e-02 1.6635e-03 3.4735e-01 4.1996e-02 4.3347e-01 5.3023e+00 2.7870e+00 7.3465e-01
   3    0 -5.999e-02 -7.348e-02 2.7087e-03  4.065e-01  3.643e-01 2.6897e-03 -1.062e-02  0.000e+00 0.0000e+00 -6.683e-04  0.000e+00 0.0000e+00  2.717e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -2.6929e-02 2.0410e-03 4.4578e-01 5.2864e-02 4.7121e-01 5.7703e+00 2.6935e+00 7.0648e-01
   4    0 -5.830e-02 -7.339e-02 2.5566e-03  4.142e-01  3.666e-01 2.5373e-03 -1.038e-02  0.000e+00 0.0000e+00 -9.801e-04  0.000e+00 0.0000e+00  2.910e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7273e-03 2.5842e-03 5.4680e-01 6.2095e-02 5.0521e-01 6.2140e+00 2.6224e+00 6.8017e-01
   5    0 -5.828e-02 -7.073e-02 2.4169e-03  4.176e-01  3.672e-01 2.3987e-03 -1.054e-02  0.000e+00 0.0000e+00 -1.583e-03  0.000e+00 0.0000e+00  3.178e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -9.0349e-03 2.5046e-03 6.8612e-01 7.6624e-02 5.4032e-01 6.6557e+00 2.5330e+00 6.4203e-01
   6    0 -6.160e-02 -7.035e-02 2.3647e-03  4.138e-01  3.682e-01 2.3457e-03 -1.183e-02  0.000e+00 0.0000e+00 -2.268e-03  0.000e+00 0.0000e+00  3.705e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -5.3943e-03 3.9351e-03 9.0333e-01 1.0703e-01 5.7377e-01 6.9907e+00 2.4045e+00 5.7438e-01
   7    0 -6.850e-02 -7.160e-02 2.3611e-03  3.962e-01  3.694e-01 2.3417e-03 -1.444e-02  0.000e+00 0.0000e+00 -3.005e-03  0.000e+00 0.0000e+00  4.404e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -7.2009e-03 1.4560e-02 1.1432e+00 1.5517e-01 5.7924e-01 6.9642e+00 2.2416e+00 4.8447e-01
   8    0       -nan -7.160e-02 2.3611e-03       -nan  3.694e-01 2.3417e-03       -nan  0.000e+00 0.0000e+00       -nan  0.000e+00 0.0000e+00       -nan  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00       -nan        inf       -nan       -nan       -nan       -nan       -nan       -nan
