  #t  #Q2   A1M1_AVG      A_1M1     dA_1M1   A0P1_AVG      A_0P1     dA_0P1   A2M1_AVG      A_2M1     dA_2M1   A3M1_AVG      A_3M1     dA_3M1   A1P1_AVG      A_1P1     dA_1P1       Norm      dNorm       Asym      Astat          t         tp         xb         Q2          W     Dilute
   1    0 -4.859e-02 -8.451e-02 1.8501e-02  3.576e-01  5.859e-01 1.7919e-02 -6.973e-03  0.000e+00 0.0000e+00  1.124e-04  0.000e+00 0.0000e+00  1.543e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.0019e-01 6.1698e-03 2.0849e-01 2.2099e-02 3.5934e-01 4.5921e+00 2.9833e+00 7.6976e-01
   2    0 -6.301e-02 -4.511e-02 1.5660e-02  3.922e-01  5.089e-01 1.5197e-02 -1.109e-02  0.000e+00 0.0000e+00 -5.390e-04  0.000e+00 0.0000e+00  2.416e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3735e-01 9.4577e-03 3.4944e-01 4.2625e-02 4.3430e-01 5.2691e+00 2.7941e+00 7.3687e-01
   3    0 -6.780e-02 -2.478e-02 1.4338e-02  3.980e-01  4.921e-01 1.3888e-02 -1.325e-02  0.000e+00 0.0000e+00 -9.682e-04  0.000e+00 0.0000e+00  2.912e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.4089e-02 1.1281e-02 4.4892e-01 6.1055e-02 4.6600e-01 5.6063e+00 2.6969e+00 6.9731e-01
   4    0 -7.035e-02 -3.378e-02 1.3556e-02  3.993e-01  4.796e-01 1.3194e-02 -1.487e-02  0.000e+00 0.0000e+00 -1.455e-03  0.000e+00 0.0000e+00  3.268e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -2.8176e-02 1.3317e-02 5.4815e-01 7.8792e-02 4.9370e-01 5.8704e+00 2.6180e+00 6.6059e-01
   5    0 -7.512e-02 -3.366e-02 1.2824e-02  3.943e-01  4.697e-01 1.2518e-02 -1.782e-02  0.000e+00 0.0000e+00 -2.327e-03  0.000e+00 0.0000e+00  3.812e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3103e-02 1.2720e-02 6.8714e-01 1.1415e-01 5.1878e-01 6.1166e+00 2.5481e+00 6.0121e-01
   6    0 -8.452e-02 -2.941e-02 1.2510e-02  3.772e-01  4.602e-01 1.2235e-02 -2.495e-02  0.000e+00 0.0000e+00 -3.867e-03  0.000e+00 0.0000e+00  4.700e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.6485e-01 1.8186e-02 9.2239e-01 2.0836e-01 5.3145e-01 6.2842e+00 2.5317e+00 4.8581e-01
   7    0 -9.332e-02 -3.017e-02 1.2469e-02  3.451e-01  4.591e-01 1.2190e-02 -3.326e-02  0.000e+00 0.0000e+00 -5.405e-03  0.000e+00 0.0000e+00  5.503e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.2273e-01 4.8309e-02 1.1952e+00 3.7503e-01 5.1217e-01 6.1886e+00 2.5856e+00 3.2344e-01
   8    0       -nan -3.017e-02 1.2469e-02       -nan  4.591e-01 1.2190e-02       -nan  0.000e+00 0.0000e+00       -nan  0.000e+00 0.0000e+00       -nan  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00       -nan        inf       -nan       -nan       -nan       -nan       -nan       -nan
