  #t  #Q2   A1M1_AVG      A_1M1     dA_1M1   A0P1_AVG      A_0P1     dA_0P1   A2M1_AVG      A_2M1     dA_2M1   A3M1_AVG      A_3M1     dA_3M1   A1P1_AVG      A_1P1     dA_1P1       Norm      dNorm       Asym      Astat          t         tp         xb         Q2          W     Dilute
   1    0 -5.017e-02 -6.203e-02 3.4961e-03  3.619e-01  3.574e-01 3.4878e-03 -7.330e-03  0.000e+00 0.0000e+00  7.152e-05  0.000e+00 0.0000e+00  1.595e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -5.1346e-04 1.1456e-03 2.1911e-01 2.2996e-02 3.6901e-01 4.6636e+00 2.9787e+00 7.7301e-01
   2    0 -5.991e-02 -5.985e-02 2.8303e-03  3.954e-01  3.686e-01 2.8163e-03 -1.022e-02  0.000e+00 0.0000e+00 -4.642e-04  0.000e+00 0.0000e+00  2.365e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -5.6020e-03 1.5603e-03 3.4697e-01 4.0753e-02 4.3557e-01 5.3052e+00 2.7850e+00 7.3619e-01
   3    0 -5.786e-02 -5.848e-02 2.5534e-03  4.093e-01  3.758e-01 2.5370e-03 -9.986e-03  0.000e+00 0.0000e+00 -5.754e-04  0.000e+00 0.0000e+00  2.664e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9700e-03 1.9471e-03 4.4593e-01 5.1036e-02 4.7593e-01 5.8106e+00 2.6986e+00 7.1024e-01
   4    0 -5.580e-02 -5.763e-02 2.4155e-03  4.168e-01  3.793e-01 2.3979e-03 -9.553e-03  0.000e+00 0.0000e+00 -8.793e-04  0.000e+00 0.0000e+00  2.843e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6834e-03 2.4843e-03 5.4568e-01 5.9354e-02 5.1066e-01 6.2734e+00 2.6261e+00 6.8374e-01
   5    0 -5.473e-02 -5.925e-02 2.2914e-03  4.206e-01  3.835e-01 2.2729e-03 -9.366e-03  0.000e+00 0.0000e+00 -1.489e-03  0.000e+00 0.0000e+00  3.053e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.6202e-04 2.4486e-03 6.8347e-01 7.1886e-02 5.4869e-01 6.7608e+00 2.5386e+00 6.4686e-01
   6    0 -6.023e-02 -6.002e-02 2.2524e-03  4.155e-01  3.842e-01 2.2337e-03 -1.117e-02  0.000e+00 0.0000e+00 -2.258e-03  0.000e+00 0.0000e+00  3.748e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -1.6612e-02 4.2101e-03 8.9322e-01 1.0856e-01 5.8506e-01 7.1561e+00 2.4458e+00 5.7071e-01
   7    0 -7.454e-02 -6.005e-02 2.2511e-03  3.938e-01  3.843e-01 2.2324e-03 -1.686e-02  0.000e+00 0.0000e+00 -3.480e-03  0.000e+00 0.0000e+00  5.233e-02  0.000e+00 0.0000e+00 0.0000e+00 0.0000e+00 -4.8836e-02 2.2573e-02 1.1539e+00 2.0850e-01 5.9090e-01 7.3458e+00 2.4382e+00 4.3831e-01
