  #t  #Q2   A1M1_AVG      A_1M1     dA_1M1   A0P1_AVG      A_0P1     dA_0P1   A2M1_AVG      A_2M1     dA_2M1   A3M1_AVG      A_3M1     dA_3M1   A1P1_AVG      A_1P1     dA_1P1       Norm      dNorm       Asym      Astat          t         tp         xb         Q2          W     Dilute
   1    0 -5.069e-02 -7.625e-02 3.8466e-03  3.629e-01  3.242e-01 3.8157e-03 -7.425e-03 -3.336e-02 3.8111e-03  6.016e-05 -1.172e-02 3.7503e-03  1.616e-02 -2.159e-02 3.7527e-03 0.0000e+00 0.0000e+00 -1.3857e-02 1.2158e-03 2.1908e-01 2.3354e-02 3.7013e-01 4.6794e+00 2.9866e+00 7.7595e-01
   2    0 -6.161e-02 -7.581e-02 3.1401e-03  3.938e-01  3.487e-01 3.1031e-03 -1.064e-02 -3.057e-02 3.1069e-03 -5.103e-04 -1.178e-02 3.0482e-03  2.411e-02  9.116e-03 3.0449e-03 0.0000e+00 0.0000e+00 1.8044e-02 1.6635e-03 3.4733e-01 4.1993e-02 4.3343e-01 5.3019e+00 2.7867e+00 7.3459e-01
   3    0 -6.000e-02 -7.450e-02 2.8370e-03  4.065e-01  3.618e-01 2.7915e-03 -1.062e-02 -2.295e-02 2.8017e-03 -6.683e-04 -1.162e-02 2.7502e-03  2.717e-02  1.675e-02 2.7465e-03 0.0000e+00 0.0000e+00 -2.6884e-02 2.0410e-03 4.4580e-01 5.2867e-02 4.7123e-01 5.7705e+00 2.6936e+00 7.0651e-01
   4    0 -5.830e-02 -7.407e-02 2.6796e-03  4.142e-01  3.647e-01 2.6302e-03 -1.038e-02 -2.135e-02 2.6448e-03 -9.800e-04 -9.402e-03 2.6003e-03  2.910e-02  2.117e-02 2.5965e-03 0.0000e+00 0.0000e+00 2.4622e-03 2.5840e-03 5.4674e-01 6.2087e-02 5.0515e-01 6.2133e+00 2.6221e+00 6.8009e-01
   5    0 -5.828e-02 -6.974e-02 2.5331e-03  4.175e-01  3.649e-01 2.4814e-03 -1.054e-02 -1.620e-02 2.4948e-03 -1.582e-03 -6.036e-03 2.4632e-03  3.178e-02  2.413e-02 2.4584e-03 0.0000e+00 0.0000e+00 -8.9001e-03 2.5045e-03 6.8607e-01 7.6618e-02 5.4029e-01 6.6552e+00 2.5328e+00 6.4198e-01
   6    0 -6.159e-02 -6.884e-02 2.4766e-03  4.137e-01  3.660e-01 2.4226e-03 -1.182e-02 -1.453e-02 2.4374e-03 -2.268e-03 -4.684e-03 2.4125e-03  3.705e-02  2.654e-02 2.4062e-03 0.0000e+00 0.0000e+00 -5.2883e-03 3.9349e-03 9.0323e-01 1.0701e-01 5.7371e-01 6.9899e+00 2.4043e+00 5.7432e-01
   7    0 -6.841e-02 -7.054e-02 2.4723e-03  3.957e-01  3.676e-01 2.4179e-03 -1.442e-02 -1.570e-02 2.4330e-03 -3.001e-03 -5.137e-03 2.4087e-03  4.398e-02  2.782e-02 2.4022e-03 0.0000e+00 0.0000e+00 -9.1501e-03 1.4551e-02 1.1417e+00 1.5497e-01 5.7850e-01 6.9553e+00 2.2387e+00 4.8385e-01
   8    0       -nan -7.054e-02 2.4723e-03       -nan  3.676e-01 2.4179e-03       -nan -1.570e-02 2.4330e-03       -nan -5.137e-03 2.4087e-03       -nan  2.782e-02 2.4022e-03 0.0000e+00 0.0000e+00       -nan        inf       -nan       -nan       -nan       -nan       -nan       -nan
