  #t  #Q2   A1M1_AVG      A_1M1     dA_1M1   A0P1_AVG      A_0P1     dA_0P1   A2M1_AVG      A_2M1     dA_2M1   A3M1_AVG      A_3M1     dA_3M1   A1P1_AVG      A_1P1     dA_1P1       Norm      dNorm       Asym      Astat          t         tp         xb         Q2          W     Dilute
   1    0 -3.936e-02 -1.872e-01 3.1513e-02  3.427e-01  4.953e-01 2.9406e-02 -4.674e-03 -5.756e-02 2.9665e-02  4.716e-04 -2.232e-02 2.9052e-02  1.133e-02  1.773e-01 3.0489e-02 0.0000e+00 0.0000e+00 -1.9019e-01 9.2348e-03 1.6139e-01 1.4497e-02 3.3353e-01 4.3411e+00 3.0890e+00 7.8882e-01
   2    0 -5.612e-02 -1.047e-01 2.0105e-02  3.684e-01  5.937e-01 1.8868e-02 -8.823e-03 -2.655e-02 1.9188e-02 -1.665e-04  1.283e-02 1.8714e-02  1.865e-02  1.138e-01 1.9275e-02 0.0000e+00 0.0000e+00 -3.1636e-02 8.1750e-03 2.4404e-01 2.8074e-02 3.8100e-01 4.7949e+00 2.8935e+00 7.5485e-01
   3    0 -6.297e-02 -5.039e-02 1.6993e-02  3.920e-01  5.235e-01 1.5982e-02 -1.108e-02 -7.029e-02 1.6204e-02 -5.387e-04  2.436e-02 1.5918e-02  2.415e-02  8.688e-02 1.6172e-02 0.0000e+00 0.0000e+00 1.3624e-01 9.4552e-03 3.4925e-01 4.2603e-02 4.3592e-01 5.2801e+00 2.7865e+00 7.3649e-01
   4    0 -6.783e-02 -1.753e-02 1.5562e-02  3.981e-01  5.003e-01 1.4653e-02 -1.325e-02 -5.822e-02 1.4897e-02 -9.686e-04  3.940e-02 1.4582e-02  2.913e-02  6.416e-02 1.4679e-02 0.0000e+00 0.0000e+00 -1.3638e-02 1.1284e-02 4.4912e-01 6.1082e-02 4.6774e-01 5.6196e+00 2.6930e+00 6.9762e-01
   5    0 -7.118e-02 -2.416e-02 1.4272e-02  3.981e-01  4.860e-01 1.3545e-02 -1.546e-02 -5.887e-02 1.3709e-02 -1.648e-03  2.404e-02 1.3349e-02  3.399e-02  5.548e-02 1.3383e-02 0.0000e+00 0.0000e+00 -1.6816e-03 1.0338e-02 5.8657e-01 8.6824e-02 5.0344e-01 5.9559e+00 2.5838e+00 6.4435e-01
   6    0 -8.100e-02 -1.816e-02 1.3704e-02  3.866e-01  4.710e-01 1.3038e-02 -2.185e-02 -5.522e-02 1.3190e-02 -3.272e-03  1.865e-02 1.2810e-02  4.362e-02  3.941e-02 1.2817e-02 0.0000e+00 0.0000e+00 -7.8935e-02 1.4203e-02 8.2372e-01 1.6390e-01 5.3156e-01 6.2713e+00 2.5343e+00 5.3845e-01
   7    0 -9.312e-02 -1.910e-02 1.3588e-02  3.520e-01  4.675e-01 1.2932e-02 -3.212e-02 -5.136e-02 1.3077e-02 -5.189e-03  1.736e-02 1.2702e-02  5.373e-02  3.736e-02 1.2704e-02 0.0000e+00 0.0000e+00 -1.7410e-01 3.2350e-02 1.1170e+00 3.3032e-01 5.1809e-01 6.1861e+00 2.5716e+00 3.6644e-01
